Feature Id,Importances
education_requirements_speciality_6,0.045128268687294866
amplitude_employment_type_mean_salary,0.043855455613766615
education_requirements_speciality_7,0.043435531779971205
education_requirements_speciality_5,0.043223225658745874
min_source_mean_salary,0.04144929781642777
single_parent,0.041130504436103325
max_accommodation_housing_mean_salary,0.040283004474521204
std_source_mean_salary,0.038983727078679885
education_requirements_speciality_4,0.03817676345491989
education_requirements_speciality_2,0.03804546490577257
education_requirements_speciality_3,0.037971392250719826
mean_source_mean_salary,0.03760531330555282
education_requirements_speciality_0,0.03618833963650417
max_source_mean_salary,0.03616691883253443
driver_licence_a,0.03454055591554929
education_requirements_speciality_1,0.03428934008587855
workers_with_disabled_children,0.0331653628099452
payment_sports_activities,0.03271830350473924
amplitude_year_season_mean_salary,0.03139762950207812
additional_info_3,0.030818105261430265
median_accommodation_housing_mean_salary,0.03081702221761714
caring_workers,0.03074006675918012
additional_info_7,0.030402915589557107
mean_year_season_mean_salary,0.030359936436113972
additional_info_2,0.029516412888583126
median_source_mean_salary,0.02813141292510028
minor_workers,0.02773464995464966
education_academic_degree,0.027254788205404345
released_persons,0.02629028936684715
mean_accommodation_housing_mean_salary,0.02555255684508913
std_accommodation_housing_mean_salary,0.02512838222703067
amplitude_accommodation_housing_mean_salary,0.023281459364440177
amplitude_source_mean_salary,0.023213937952977874
additional_info_6,0.022015157432534724
additional_info_4,0.021496951571941793
year_premium_size,0.020176264873693815
career_perspective_0,0.02003901614364865
additional_info_1,0.019284778251080912
career_perspective_2,0.019274545146043588
career_perspective_4,0.018767783413832364
career_perspective_7,0.018727480243344946
amplitude_year_quarter_mean_salary,0.01859351421401547
career_perspective_5,0.018408013311807525
work_places * year_premium_size,0.018034931749216068
career_perspective_6,0.017392506156348027
career_perspective_1,0.016785688470610186
min_accommodation_housing_mean_salary,0.01639563311043143
career_perspective_3,0.016187927047547606
requirements_required_certificates_6,0.015355481313127398
additional_info_0,0.01494596838388447
requirements_required_certificates_5,0.014453292665994136
premium_size,0.01413492822882158
requirements_required_certificates_1,0.014070931972138965
requirements_required_certificates_4,0.012416906533536385
requirements_required_certificates_7,0.012283655501378325
requirements_required_certificates_2,0.011330728018490156
requirements_required_certificates_3,0.010440650756460893
requirements_required_certificates_0,0.010216717997757573
retraining_condition_6,0.006831973104522017
retraining_condition_1,0.006111732856374876
retraining_condition_4,0.006033038801648799
retraining_condition_2,0.005896359320331858
retraining_condition_5,0.0058326603634010965
retraining_condition_3,0.005770001208087042
retraining_condition_7,0.005160807689237298
retraining_condition_0,0.005105502286762288
mean_job_benefits_mean_salary,0.004623933471261098
median_job_benefits_mean_salary,0.00441889768450047
std_job_benefits_mean_salary,0.003943089877752188
min_job_benefits_mean_salary,0.003896119034926558
max_job_benefits_mean_salary,0.003272407378820383
amplitude_job_benefits_mean_salary,0.0016295128320022235
retraining_grant_value,0.0004619452725930737
mean_education_academic_degree_mean_salary,6.450119490669363e-05
max_education_academic_degree_mean_salary,5.069759474391076e-05
median_education_academic_degree_mean_salary,4.859303892729926e-05
min_education_academic_degree_mean_salary,4.729185419612302e-05
amplitude_education_academic_degree_mean_salary,4.357757484812688e-05
std_education_academic_degree_mean_salary,3.8389336371109577e-05
