Feature Id,Importances
requirements_required_certificates_2,0.013012291186958262
premium_size,0.012089513762171603
requirements_required_certificates_4,0.011691051551006127
requirements_required_certificates_3,0.010509392366890516
requirements_required_certificates_0,0.010189988437074873
retraining_condition_4,0.006791932133018484
retraining_condition_1,0.0062253465320201
retraining_condition_5,0.006086138129495075
retraining_condition_7,0.006026709695923937
retraining_condition_3,0.005843120469182263
retraining_condition_0,0.005748958085242659
retraining_condition_6,0.0055366366907834514
retraining_condition_2,0.005348573129223825
median_job_benefits_mean_salary,0.005330696324180147
min_job_benefits_mean_salary,0.004446966602285501
std_job_benefits_mean_salary,0.003791300628529712
mean_job_benefits_mean_salary,0.0036233147153841624
max_job_benefits_mean_salary,0.003303908925848268
amplitude_job_benefits_mean_salary,0.0019269092772952773
retraining_grant_value,0.000559729075850706
mean_education_academic_degree_mean_salary,1.0512824302328384e-05
median_education_academic_degree_mean_salary,6.945651973495957e-06
max_education_academic_degree_mean_salary,5.821665407097647e-06
min_education_academic_degree_mean_salary,3.860980203509646e-06
amplitude_education_academic_degree_mean_salary,3.6244417510861457e-06
std_education_academic_degree_mean_salary,1.8761778331419188e-06
